iter	SMAPE	MAE
104	24.87482732	27911.58076
105	24.86657684	27905.73852
106	24.85562488	27898.13363
107	24.84334305	27875.92734
108	24.83871472	27872.08088
109	24.81482265	27849.01951
110	24.80801636	27843.81261
111	24.79772817	27837.78434
112	24.78855994	27831.98469
113	24.78096842	27824.35449
114	24.77160649	27818.15401
115	24.76750578	27815.37099
116	24.75666463	27809.81599
117	24.74841877	27804.05863
118	24.73887769	27798.06077
119	24.72161189	27779.0178
120	24.71331445	27767.77897
121	24.70842612	27761.8229
122	24.69951859	27742.70948
123	24.69644989	27740.93696
124	24.69131243	27737.04318
125	24.6760502	27702.35576
126	24.66937017	27697.06381
127	24.65370414	27685.96686
128	24.63927684	27651.34408
129	24.63300881	27647.80454
130	24.62932038	27644.94117
131	24.62537682	27642.08473
132	24.61951069	27636.26871
133	24.61399792	27632.23748
134	24.59853235	27615.94874
135	24.59303333	27600.83943
136	24.58746146	27596.907
137	24.5810445	27581.44701
138	24.57774449	27579.41669
139	24.57154853	27572.39442
140	24.56337544	27547.39007
141	24.56248129	27546.81169
142	24.55818264	27534.20556
143	24.55786342	27534.03717
144	24.55458999	27531.62187
145	24.55268565	27529.90391
146	24.53952062	27506.77136
147	24.53738461	27504.7958
148	24.53040827	27483.50769
149	24.52480999	27465.68033
150	24.51937218	27454.29018
151	24.51498706	27451.39589
152	24.50830592	27445.31455
153	24.50205355	27424.37245
154	24.50101779	27423.48009
155	24.49734308	27419.85288
156	24.49567023	27418.6237
157	24.49463014	27417.84257
158	24.49070153	27415.41434
159	24.45108066	27394.91528
160	24.44605665	27390.29462
161	24.44026513	27386.4648
162	24.43113075	27365.50763
163	24.42559102	27359.93404
164	24.41881128	27357.11739
165	24.40642453	27340.49149
166	24.40183103	27336.15341
167	24.39131777	27318.23597
168	24.38658895	27311.80312
169	24.38021869	27304.80518
170	24.37362724	27299.1451
171	24.37039438	27296.98253
172	24.36706143	27295.25292
173	24.3312336	27269.21308
174	24.32915394	27267.81873
175	24.31342819	27252.11748
176	24.3080176	27237.47881
177	24.29736302	27230.66112
178	24.28466536	27214.09759
179	24.27067453	27200.58701
180	24.26997946	27199.39661
181	24.26360229	27194.46595
182	24.25988458	27192.12449
183	24.22854231	27173.67013
184	24.22722056	27172.75776
185	24.19779447	27158.12758
186	24.19240548	27153.45142
187	24.1874633	27150.15233
188	24.18323763	27146.96728
189	24.15935326	27119.93584
190	24.14938028	27112.62546
191	24.13870118	27105.1095
192	24.12509448	27098.49411
193	24.11987681	27094.51337
194	24.11182264	27087.30762
195	24.10768278	27084.42407
196	24.1020793	27080.02832
197	24.09655061	27076.83704
198	24.09435039	27074.58569
199	24.08951456	27071.00586
200	24.08435866	27067.59977
201	24.08055509	27064.12511
202	24.07178418	27057.46573
203	24.06871117	27054.24942
204	24.06347408	27050.90062
205	24.06049999	27047.56754
206	24.05304569	27037.87379
207	24.04640984	27033.82944
208	24.03808493	27027.84316
209	24.03039344	27021.0525
210	24.02796636	27018.69111
211	24.01014854	26997.82395
212	24.0085819	26996.36921
213	23.99090259	26976.5791
214	23.96583334	26949.9623
215	23.95400202	26938.40392
216	23.94045897	26929.7529
217	23.93726724	26926.89816
218	23.93272549	26921.45491
219	23.92994902	26919.05046
220	23.92612954	26915.34025
221	23.92240152	26911.20684
222	23.91679339	26906.45949
223	23.91088625	26901.0225
224	23.90169077	26891.5232
225	23.9005551	26890.7523
226	23.89033405	26884.04162
227	23.88528508	26879.83419
228	23.8746463	26870.06067
229	23.87349532	26868.57421
230	23.8643148	26860.35089
231	23.85572847	26842.04263
232	23.84221636	26826.33838
233	23.83879236	26823.39175
234	23.82691309	26803.36672
235	23.81935545	26794.44613
236	23.8154981	26791.11974
237	23.79712571	26768.04476
238	23.79378581	26763.73396
239	23.78532646	26757.89423
240	23.78315347	26755.85372
241	23.77720055	26752.56772
242	23.77475524	26751.17003
243	23.76713415	26744.1526
244	23.762092	26740.36247
245	23.76119005	26739.81976
246	23.75656748	26736.60304
247	23.75472754	26735.15459
248	23.75011177	26730.83766
249	23.74440797	26727.37771
250	23.74076482	26717.75335
251	23.73894947	26716.41404
252	23.73511601	26713.83321
253	23.72856243	26703.81226
254	23.72418222	26689.008
255	23.72092911	26685.29778
256	23.71346733	26682.19926
257	23.71002294	26679.42885
258	23.70982031	26679.30686
259	23.70914636	26678.54024
260	23.70771909	26677.37336
261	23.70463497	26674.89387
262	23.68893383	26655.54317
263	23.68765637	26653.4508
264	23.67974495	26644.00426
265	23.67323727	26638.51054
266	23.67232321	26637.85956
267	23.67072576	26636.98698
268	23.66827802	26627.62136
269	23.66515184	26620.96182
270	23.66246789	26619.37634
271	23.65823521	26613.88172
272	23.65471104	26609.32528
273	23.65027795	26604.13956
274	23.64909489	26603.45841
275	23.64812323	26602.84712
276	23.64497144	26600.32344
277	23.63907402	26594.84786
278	23.63235102	26585.60543
279	23.63193437	26585.09794
280	23.63175374	26584.93342
281	23.63112262	26584.49587
282	23.62174125	26578.16655
283	23.61698131	26573.37544
284	23.61596175	26572.46227
285	23.61528656	26572.03345
286	23.61161092	26568.46638
287	23.61126147	26568.19355
288	23.60716372	26563.75798
289	23.60632915	26563.39901
290	23.60277669	26560.89247
291	23.60201802	26560.51964
292	23.60184525	26560.39248
293	23.59901006	26557.46176
294	23.59519508	26555.03193
295	23.59416385	26554.26106
296	23.59101543	26552.17093
297	23.57029294	26541.50665
298	23.56912704	26540.89217
299	23.56794709	26540.37886
300	23.56348911	26537.5247
301	23.55614893	26533.92848
302	23.55546529	26533.60943
303	23.55439559	26532.64186
304	23.55190768	26529.79834
305	23.55138299	26529.46065
306	23.54946077	26527.79772
307	23.54690817	26525.86926
308	23.54623852	26525.60265
309	23.54359317	26523.44644
310	23.54189042	26522.3948
311	23.54134062	26522.17201
312	23.53897742	26521.03296
313	23.53800758	26519.90986
314	23.53514145	26517.72464
315	23.53362888	26515.12459
316	23.53359095	26515.09064
317	23.53355576	26515.05909
318	23.53302597	26514.68292
319	23.5329897	26514.65424
320	23.53099711	26508.56069
321	23.52961724	26507.43944
322	23.52951271	26507.37866
323	23.52863747	26506.50051
324	23.52861876	26506.47881
325	23.52816755	26505.92845
326	23.528167	26505.81687
327	23.52749435	26505.30385
328	23.52685814	26504.67653
329	23.52586831	26503.81581
330	23.52567364	26503.70983
331	23.52508261	26503.11644
332	23.52520088	26503.01997
333	23.52467155	26502.59304
334	23.52353041	26501.75012
335	23.52197042	26499.76625
336	23.52182615	26499.62308
337	23.52058253	26498.70246
338	23.51739283	26496.54434
339	23.5171309	26495.94552
340	23.51481283	26494.71432
341	23.51475136	26494.61324
342	23.513326	26493.60877
343	23.5132421	26493.46664
344	23.51183782	26491.85051
345	23.5114313	26491.37791
346	23.50919291	26490.16497
347	23.50717752	26487.1704
348	23.50403514	26484.06884
349	23.50377133	26483.89463
350	23.50223033	26483.06397
351	23.50112085	26482.5913
352	23.49933376	26481.44552
353	23.49880343	26480.76424
354	23.49500782	26476.17207
355	23.49460891	26475.71368
356	23.49371236	26474.8653
357	23.49065412	26471.95017
358	23.48715594	26468.92455
359	23.48177735	26444.68978
360	23.47667882	26440.74353
361	23.47558674	26440.07606
362	23.47388423	26439.00992
363	23.46836389	26432.9408
364	23.46079565	26427.31266
365	23.45921601	26426.10451
366	23.45201147	26419.57336
367	23.45106817	26418.42342
368	23.44731776	26415.62044
369	23.44113323	26411.62638
370	23.44017904	26410.88825
371	23.43371047	26405.32041
372	23.42624566	26399.14835
373	23.42492588	26397.90362
374	23.41784111	26393.15602
375	23.40532023	26381.7496
376	23.40220454	26372.04869
377	23.40068502	26370.85702
378	23.39964838	26369.98488
379	23.39779366	26368.74502
380	23.39506416	26367.10348
381	23.39396286	26366.35245
382	23.39307483	26365.82881
383	23.3874733	26361.10329
384	23.38639265	26360.00667
385	23.38180987	26356.49502
386	23.38013943	26355.46039
387	23.37487535	26352.68435
388	23.37117416	26349.80383
389	23.37055548	26349.13779
390	23.3670731	26346.10902
391	23.36568948	26345.0169
392	23.36270613	26343.02912
393	23.36075534	26340.34608
394	23.35540916	26336.37135
395	23.35128372	26332.59131
396	23.34913493	26331.33042
397	23.34672197	26329.68354
398	23.34512485	26328.62155
399	23.34441238	26328.17934
400	23.33922043	26323.82449
401	23.3350588	26320.18534
402	23.33163653	26316.34697
403	23.32622595	26311.35864
404	23.32472479	26310.49446
405	23.32236481	26307.74036
406	23.32050162	26306.42345
407	23.31789993	26304.09444
408	23.31440404	26299.82989
409	23.31375026	26299.5269
410	23.31341683	26299.15864
411	23.3106781	26296.18688
412	23.3092931	26295.27256
413	23.305214	26291.85006
414	23.30257639	26290.35564
415	23.30250011	26290.30979
416	23.29633944	26285.61842
417	23.29415155	26283.71045
418	23.29245196	26282.82306
419	23.29003869	26280.85913
420	23.28783626	26278.8386
421	23.28545306	26277.15942
422	23.28366528	26276.20113
423	23.28166336	26274.38307
424	23.27993381	26273.35005
425	23.27868319	26272.22064
426	23.27862606	26272.207
427	23.27752204	26271.48674
428	23.27478539	26268.55405
429	23.27441298	26268.37113
430	23.27388482	26267.78438
431	23.26823643	26262.30724
432	23.26647138	26260.94011
433	23.26614484	26260.75948
434	23.26596071	26260.66034
435	23.25975005	26256.49171
436	23.25633439	26253.74162
437	23.25599897	26253.3423
438	23.25462775	26252.15354
439	23.25160576	26249.46999
440	23.25084622	26248.70289
441	23.25065519	26248.40485
442	23.25051986	26248.23653
443	23.24534379	26243.79802
444	23.23911203	26231.20866
445	23.23791281	26230.44849
446	23.23783096	26230.40454
447	23.23283234	26226.15554
448	23.23253141	26226.02591
449	23.22936414	26223.10223
450	23.22410221	26215.46846
451	23.2229088	26214.77021
452	23.21758429	26210.36806
453	23.21684657	26209.75251
454	23.21487056	26206.3981
455	23.21175921	26187.07642
456	23.2088451	26185.40778
457	23.20711183	26184.53732
458	23.20530645	26183.42423
459	23.20464042	26183.0541
460	23.20429705	26182.59562
461	23.20421659	26182.29645
462	23.20163777	26181.47936
463	23.20062345	26180.78061
464	23.20040348	26180.65072
465	23.19675785	26177.56363
466	23.19294851	26174.01801
467	23.19146853	26172.77285
468	23.19054534	26172.17852
469	23.18864239	26170.92734
470	23.18785851	26170.24241
471	23.18627622	26169.23109
472	23.18064943	26165.11291
473	23.18021533	26164.48509
474	23.17772448	26161.54603
475	23.17408478	26159.10784
476	23.17192331	26157.05969
477	23.1697675	26155.13944
478	23.16814628	26153.96733
479	23.16463495	26150.89741
480	23.16313362	26149.92345
481	23.1626388	26149.5739
482	23.16014918	26148.19719
483	23.15719994	26145.33354
484	23.1529622	26140.80969
485	23.1524457	26140.32237
486	23.14729959	26136.44793
487	23.1429837	26133.91298
488	23.13677514	26127.65839
489	23.13140583	26123.79867
490	23.12796046	26122.14759
491	23.12689492	26121.08131
492	23.1202461	26115.9591
493	23.11872836	26113.97285
494	23.11570729	26112.00126
495	23.11391532	26110.3186
496	23.11167827	26107.11751
497	23.11011595	26105.866
498	23.1089083	26105.36315
499	23.1081231	26104.22439
500	23.10778151	26103.74343
501	23.10295302	26101.4746
502	23.10261213	26101.17784
503	23.10136024	26100.17654
504	23.10041789	26099.48936
505	23.100228	26099.10042
506	23.0999977	26098.87288
507	23.0986235	26098.01298
508	23.09841693	26097.7364
509	23.09848778	26097.69306
510	23.09614068	26096.382
511	23.09401076	26094.07592
512	23.0912867	26092.02647
513	23.08964767	26090.01135
514	23.08445959	26079.07541
515	23.07898027	26074.83221
516	23.07872158	26074.15818
517	23.07802029	26073.63581
518	23.07355162	26070.25409
519	23.07169432	26067.50152
520	23.06943673	26064.47954
521	23.06450061	26060.40977
522	23.06169739	26058.71821
523	23.06065902	26057.62608
524	23.05982633	26056.68654
525	23.05836692	26055.48463
526	23.05510914	26052.76639
527	23.05361137	26051.14994
528	23.05338267	26051.00478
529	23.05008195	26047.84601
530	23.04845764	26044.68968
531	23.04483229	26042.13613
532	23.04235728	26035.74745
533	23.04098949	26034.72048
534	23.04018315	26034.17716
535	23.03946632	26033.77696
536	23.0378854	26031.93945
537	23.03497757	26029.36784
538	23.02738777	26021.9642
539	23.02563972	26020.72925
540	23.02331528	26018.95324
541	23.02297554	26018.68495
542	23.02164083	26017.59627
543	23.02142085	26017.48407
544	23.01919377	26016.05047
545	23.01700682	26014.02297
546	23.01672992	26013.88395
547	23.01396487	26012.53913
548	23.01172536	26010.19664
549	23.01067238	26008.51958
550	23.00921155	26006.2581
551	23.00827003	26005.05458
552	23.00430366	26002.14429
553	23.00141076	25999.95017
554	23.00106771	25999.63522
555	23.00058977	25999.22858
556	22.99684128	25996.14793
557	22.99173343	25988.60346
558	22.99086324	25987.95842
559	22.98940644	25985.78935
560	22.98544625	25983.22729
561	22.98400334	25982.14612
562	22.98381175	25981.84248
563	22.98009187	25978.26525
564	22.97511541	25974.05441
565	22.97264782	25970.52997
566	22.9692924	25964.70562
567	22.96601964	25959.81491
568	22.96434229	25958.49557
569	22.96413837	25958.27804
570	22.9621634	25956.46002
571	22.95896739	25954.33537
572	22.95893222	25954.26485
573	22.95665412	25951.97682
574	22.95647813	25951.91118
575	22.95591851	25951.42421
576	22.95511544	25950.83438
577	22.95476109	25950.11128
578	22.9544982	25949.82623
579	22.9542598	25949.72068
580	22.95424201	25949.6743
581	22.95296894	25947.75465
582	22.95297299	25947.71216
583	22.95230739	25946.86746
584	22.94839713	25944.24955
585	22.94322616	25939.85012
586	22.94312811	25939.83103
587	22.94208551	25939.26466
588	22.93527511	25930.35796
589	22.93426994	25929.43086
590	22.93104638	25926.1949
591	22.92767972	25923.48811
592	22.92658817	25922.66767
593	22.923901	25920.98957
594	22.92032213	25918.63956
595	22.91751769	25917.05767
596	22.91377396	25913.97561
597	22.90817741	25907.87535
598	22.90706034	25906.22648
599	22.90655424	25905.76946
600	22.90569345	25905.04057
601	22.90512264	25904.67366
602	22.89901031	25899.30479
603	22.89766347	25898.24055
604	22.89655876	25897.10962
605	22.89531566	25896.13055
606	22.89363803	25894.85979
607	22.89314481	25894.52268
608	22.8893246	25882.05896
609	22.88892473	25881.5289
610	22.88813237	25880.96607
611	22.88600241	25879.85158
612	22.87978665	25874.88467
613	22.87944963	25874.65808
614	22.87925045	25874.46714
615	22.8782565	25873.77513
616	22.87706487	25873.02101
617	22.8735464	25870.03522
618	22.86879926	25866.91954
619	22.86754391	25866.04382
620	22.86676192	25865.56519
621	22.8661274	25864.62113
622	22.86553636	25864.07807
623	22.86107168	25859.23551
624	22.86094655	25859.15931
625	22.86059474	25858.93049
626	22.85865077	25857.25993
627	22.85796369	25856.55747
628	22.85640167	25855.38305
629	22.8547888	25853.64469
630	22.85466485	25853.48535
631	22.85284811	25852.27624
632	22.85246317	25851.97164
633	22.85144401	25851.07035
634	22.85080486	25850.55188
635	22.85011157	25850.12736
636	22.849443	25849.59368
637	22.84843367	25848.73706
638	22.84697489	25848.04299
639	22.84298609	25845.12144
640	22.83962072	25842.52534
641	22.83864646	25842.01384
642	22.83665571	25840.10016
643	22.83603567	25839.71885
644	22.83383789	25838.43851
645	22.83039031	25835.25548
646	22.82585006	25831.45773
647	22.82319327	25829.80575
648	22.81635661	25824.18292
649	22.8104104	25816.25639
650	22.8096805	25815.60379
651	22.80349637	25809.9669
652	22.79872165	25806.31996
653	22.79382524	25802.07812
654	22.79018187	25799.10302
655	22.78986929	25798.84196
656	22.78779314	25796.95653
657	22.78506663	25795.35782
658	22.78435346	25794.82805
659	22.78379942	25794.34556
660	22.78311747	25793.92833
661	22.78260028	25793.61231
662	22.77810032	25791.00395
663	22.77541168	25789.50444
664	22.77299898	25788.08421
665	22.76898515	25785.48844
666	22.76398716	25781.71995
667	22.76224896	25780.48246
668	22.75904886	25778.25322
669	22.75751256	25777.54299
670	22.75468374	25776.22304
671	22.75105348	25773.85928
672	22.74750636	25771.5381
673	22.74609015	25769.75004
674	22.74244064	25767.00102
675	22.73858163	25764.57243
676	22.73833223	25764.44911
677	22.73754151	25763.95735
678	22.73720451	25763.55661
679	22.73210283	25759.64915
680	22.7313537	25759.18386
681	22.72820725	25755.36536
682	22.72127892	25750.08552
683	22.72017891	25748.97094
684	22.71810085	25748.06739
685	22.71686362	25747.48002
686	22.71654894	25747.28218
687	22.71388264	25745.35798
688	22.71260395	25744.48413
689	22.70937754	25742.84026
690	22.70619935	25740.73192
691	22.70494893	25739.83393
692	22.69784525	25735.36713
693	22.69591256	25734.06168
694	22.69007464	25730.22849
695	22.68516963	25724.15477
696	22.68446309	25723.80473
697	22.67920486	25719.71856
698	22.67466456	25717.14751
699	22.66914279	25713.37819
700	22.6634816	25708.38517
701	22.65653055	25703.41224
702	22.65220199	25699.37077
703	22.64719451	25695.43406
704	22.64541957	25693.74905
705	22.64385752	25691.97977
706	22.64054349	25688.75977
707	22.63873405	25687.60637
708	22.6343921	25685.21948
709	22.62773469	25679.44512
710	22.62620624	25678.32487
711	22.62041823	25672.56408
712	22.61455067	25667.93335
713	22.60709814	25660.83567
714	22.60112855	25654.55407
715	22.60088957	25654.44117
716	22.59526746	25651.04907
717	22.59345694	25649.82677
718	22.5888687	25645.48184
719	22.58658007	25643.97333
720	22.5773696	25632.44367
721	22.5764041	25631.69306
722	22.57520681	25630.81655
723	22.57357594	25629.52684
724	22.57261895	25628.14178
725	22.5566398	25618.41766
726	22.55524228	25617.35219
727	22.55450366	25616.85564
728	22.55086558	25613.96881
729	22.55038752	25613.62235
730	22.54811115	25612.23934
731	22.54693068	25611.33937
732	22.54451373	25609.49538
733	22.53965689	25606.10239
734	22.53440421	25602.84022
735	22.53073685	25599.36652
736	22.52780316	25597.38441
737	22.52278457	25594.52493
738	22.51845076	25591.02233
739	22.51617761	25588.85479
740	22.50910569	25582.65669
741	22.50835127	25582.08501
742	22.50506531	25579.31317
743	22.50304672	25575.02849
744	22.49810811	25566.97172
745	22.492646	25557.58268
746	22.4903208	25556.21458
747	22.48960826	25555.77426
748	22.48765892	25555.11367
749	22.48715826	25554.57259
750	22.48609679	25553.55447
751	22.48606991	25553.53738
752	22.48599167	25553.50387
753	22.48436554	25552.1541
754	22.48386665	25551.85325
755	22.48335772	25551.17903
756	22.48217883	25550.47203
757	22.48037531	25547.25118
758	22.47493181	25543.94889
759	22.47480102	25543.86119
760	22.47349102	25542.72341
761	22.47344188	25542.70477
762	22.4733847	25542.6879
763	22.47076725	25540.77231
764	22.47073949	25540.76119
765	22.46692756	25528.94509
766	22.46689408	25528.93845
767	22.46686096	25528.90122
768	22.4660619	25528.35602
769	22.4611907	25524.7874
770	22.46113355	25524.76687
771	22.45880228	25522.58866
772	22.45264174	25516.26462
773	22.451852	25515.61229
774	22.45183353	25515.60111
775	22.44564236	25511.54215
776	22.44275098	25509.82704
777	22.43775283	25504.8525
778	22.43335702	25497.51217
779	22.43242515	25496.57116
780	22.43155919	25496.20186
781	22.43151042	25496.1286
782	22.4263546	25483.23561
783	22.42633108	25483.11101
784	22.42583491	25482.77011
785	22.42555749	25482.59953
786	22.42161826	25478.83429
787	22.42037678	25478.25165
788	22.41997613	25477.91431
789	22.41811309	25476.57848
790	22.4125487	25457.69409
791	22.41233979	25457.394
792	22.40623468	25451.49697
793	22.40566196	25451.17887
794	22.40516034	25450.89708
795	22.40467582	25450.58043
796	22.40406329	25450.16274
797	22.40246182	25448.494
798	22.40113798	25447.26704
799	22.3980247	25442.52498
800	22.39690355	25441.94832
801	22.39345834	25437.45262
802	22.39209602	25436.05328
803	22.3870295	25431.07191
804	22.38133803	25425.90237
805	22.37865951	25424.29368
806	22.37754989	25423.25353
807	22.37461297	25421.32992
808	22.37458626	25421.31661
809	22.37135091	25419.12898
810	22.3699842	25417.54616
811	22.36453824	25413.08176
812	22.3637163	25412.5034
813	22.36331812	25412.14919
814	22.35986268	25407.51873
815	22.35983249	25407.50272
816	22.35768008	25405.79848
817	22.3561213	25403.81506
818	22.35147509	25398.97233
819	22.3496872	25395.18371
820	22.34607517	25392.59663
821	22.3414688	25389.95751
822	22.33754418	25387.33613
823	22.33480661	25385.56992
824	22.33381347	25384.92262
825	22.33019169	25381.782
826	22.32950808	25380.49599
827	22.32914672	25380.22128
828	22.32899566	25379.99323
829	22.3271592	25378.55226
830	22.32457102	25376.72742
831	22.32246964	25374.58969
832	22.32133298	25373.71041
833	22.32094771	25373.40376
834	22.31924061	25371.81928
835	22.31767053	25370.9228
836	22.31757445	25370.83401
837	22.31651177	25370.09689
838	22.30990769	25362.70212
839	22.30839386	25361.47048
840	22.30703523	25360.69519
841	22.30405259	25353.96469
842	22.3034065	25353.56232
843	22.30002197	25345.06261
844	22.29481116	25341.05975
845	22.29322455	25340.15789
846	22.29314908	25340.05351
847	22.29146675	25332.99311
848	22.28583948	25328.3375
849	22.28059342	25315.77828
850	22.28054623	25315.75504
851	22.27602363	25310.53151
852	22.2719971	25307.82803
853	22.26856529	25306.29345
854	22.26788567	25305.86586
855	22.26401615	25303.28284
856	22.26266201	25302.47556
857	22.26141868	25301.38631
858	22.2573675	25296.70949
859	22.24217441	25281.27622
860	22.23582047	25275.25165
861	22.23283182	25272.86385
862	22.22867981	25267.71918
863	22.22142029	25262.71494
864	22.21816536	25260.22239
865	22.21436078	25257.45777
866	22.21390601	25257.30079
867	22.21281169	25256.59433
868	22.2124271	25256.39469
869	22.20674967	25250.90641
870	22.20167427	25245.15821
871	22.19331533	25236.74557
872	22.19075671	25233.74157
873	22.19020241	25233.41777
874	22.19001267	25233.25216
875	22.18914162	25232.26002
876	22.18796165	25231.2765
877	22.18749894	25230.99999
878	22.18236409	25228.23153
879	22.17596896	25221.8866
880	22.1756493	25221.62925
881	22.17455691	25221.10537
882	22.17346891	25220.19561
883	22.17147709	25217.23881
884	22.17108935	25217.03982
885	22.17060005	25216.69075
886	22.17031518	25216.49667
887	22.17005419	25216.33037
888	22.16974614	25216.12913
889	22.16970823	25216.11732
890	22.16944597	25216.00381
891	22.16872721	25215.50956
892	22.16869973	25215.4854
893	22.16663872	25214.27404
894	22.16662254	25214.25438
895	22.16660928	25214.24409
896	22.16601564	25214.0584
897	22.16568083	25213.94765
898	22.16087226	25209.22657
899	22.15857748	25207.7782
900	22.1575676	25207.03047
901	22.15751119	25206.96979
902	22.15711788	25206.39128
903	22.1567688	25206.10761
904	22.15635011	25205.87251
905	22.15497427	25204.40017
906	22.15486535	25204.33857
907	22.1526412	25200.82025
908	22.15211466	25200.58189
909	22.1518537	25200.4291
910	22.15154675	25200.21729
911	22.15126357	25200.05911
912	22.15100199	25199.87062
913	22.15086853	25199.78103
914	22.14929217	25198.59309
915	22.1492062	25198.41476
916	22.1481563	25197.58656
917	22.14746194	25197.23399
918	22.14677639	25196.64777
919	22.14576981	25195.89468
920	22.1453041	25195.26264
921	22.1448183	25194.81783
922	22.14236035	25192.52713
923	22.14165004	25191.95488
924	22.14164496	25191.95217
925	22.14002996	25190.09803
926	22.13756349	25188.55921
927	22.13626221	25187.53774
928	22.13233607	25184.33558
929	22.13031056	25182.75186
930	22.12668151	25179.9288
931	22.12013545	25174.16259
932	22.11564656	25166.66579
933	22.1111652	25162.87814
934	22.10803831	25160.77709
935	22.10708113	25160.17163
936	22.10638125	25159.75873
937	22.10507119	25159.00107
938	22.10372756	25158.13304
939	22.10074535	25155.66411
940	22.1004699	25155.46461
941	22.1001641	25155.27755
942	22.0986541	25154.24839
943	22.09746416	25153.12948
944	22.09716077	25152.96078
945	22.09568644	25151.11488
946	22.09465082	25150.22967
947	22.0939215	25149.75311
948	22.0928944	25148.86756
949	22.08913188	25145.30019
950	22.08901995	25145.19159
951	22.08711619	25143.99827
952	22.08607645	25143.21796
953	22.08509751	25142.5064
954	22.08172919	25140.28718
955	22.07960442	25138.04567
956	22.075797	25133.99616
957	22.07534299	25133.66865
958	22.07427846	25132.95097
959	22.07299185	25131.76703
960	22.07073751	25129.84622
961	22.06996979	25129.26752
962	22.06774581	25126.43738
963	22.06043394	25119.62766
964	22.05328996	25113.22958
965	22.04848646	25109.83933
966	22.04510435	25107.57171
967	22.04092343	25103.73161
968	22.04075747	25103.61041
969	22.03778547	25100.17079
970	22.03713274	25099.66903
971	22.03544891	25098.30037
972	22.03197689	25096.05015
973	22.03136752	25095.69146
974	22.03129621	25095.56367
975	22.02952641	25094.2831
976	22.02706371	25092.76556
977	22.02291531	25089.51111
978	22.02204359	25088.51923
979	22.01816331	25081.98278
980	22.01262251	25064.90824
981	22.00756135	25060.40924
982	22.00412475	25057.54211
983	22.0041546	25057.49373
984	22.00362904	25057.05891
985	22.00314584	25056.78953
986	21.99641656	25050.39134
987	21.99644864	25050.32887
988	21.99633486	25050.23813
989	21.99421871	25048.21611
990	21.99211166	25046.32925
991	21.98691055	25040.35047
992	21.98692128	25040.33524
993	21.98462964	25038.46951
994	21.98267612	25037.04907
995	21.98125878	25036.01813
996	21.97809068	25034.36763
997	21.97359072	25031.08996
998	21.97310225	25030.58832
